,ger_all_male,ger_all_female,ger_all_total,ger_sc_male,ger_sc_female,ger_sc_total,ger_st_male,ger_st_female,ger_st_total,gpi_all,gpi_sc,gpi_st,enr_phd_male,enr_phd_female,enr_phd_total,enr_pg_male,enr_pg_female,enr_pg_total,enr_ug_male,enr_ug_female,enr_ug_total,enr_grand_male,enr_grand_female,enr_grand_total,enr_sc_male,enr_sc_female,enr_sc_total,enr_st_male,enr_st_female,enr_st_total,enr_obc_male,enr_obc_female,enr_obc_total,enr_pwd_male,enr_pwd_female,enr_pwd_total,enr_muslim_male,enr_muslim_female,enr_muslim_total,ptr_all_reg_dist,ptr_all_reg,teacher_total_male,teacher_total_female,teacher_total,teacher_sc_male,teacher_sc_female,teacher_sc_total,teacher_st_male,teacher_st_female,teacher_st_total,teacher_obc_male,teacher_obc_female,teacher_obc_total,total_universities,imputed_flag
enr_sc_female,0.09262329112469045,-0.007114489809296668,0.047001341499399336,-0.09875180212249098,-0.12883963095140974,-0.10432835688000311,0.37281369927144326,0.2280736365908277,0.30516288607952685,-0.20198931523175515,-0.09887804931828051,-0.2594051570309353,0.8522558370662743,0.7689609528497858,0.8219453570043331,0.9243752109306983,0.9330552156168047,0.9337145675601094,0.9535828605464914,0.9774469686118011,0.9676872770681522,0.7824077335443143,0.7936980700190251,0.7891766906311338,0.991576331138417,1.0,0.9978382224173133,0.3521048300046107,0.30418865147504415,0.3297715710593747,0.9285436170222177,0.9364624035244729,0.9348280228838186,0.8856200405601244,0.8546024352099272,0.8926544412083036,0.7719111953014381,0.7488582164308544,0.7633824029900913,0.15581019053426737,0.25371854907547586,0.901964895154548,0.7555557256413962,0.8547311695532699,0.8589738268305991,0.6684049884940682,0.8006982903965325,0.24697237854403503,-0.029378174817524687,0.14611535475171694,0.7439885134012562,0.5353084344446281,0.6555626946339668,0.753540623258428,-0.31719175399916605
enr_sc_total,0.08206509731074174,-0.027695964049977064,0.0310508407841592,-0.10073196103226931,-0.134818222537272,-0.109157689302219,0.3686492535826441,0.21670440406965527,0.2972239481657851,-0.21273025115142666,-0.10457976085306625,-0.26927392850380893,0.8462697516956023,0.7582146090897705,0.8136573952109751,0.9356954490223728,0.9354236810427692,0.9400693168399296,0.9655719196203402,0.9817161309379234,0.975969383429302,0.796311638518953,0.8022399365129547,0.8005311657811176,0.9979448257779814,0.9978382224173133,1.0,0.38380840059439497,0.33271198136694596,0.36002698382314985,0.936671250771661,0.937037733089749,0.9392367488997844,0.8881612234251451,0.848699073626183,0.8912633206935071,0.7722340009294358,0.7436156603054693,0.7607805958997089,0.18141393312594967,0.2820909319333248,0.9054661072648501,0.7496059399057452,0.8541679303371161,0.8610244567806526,0.6632804346194302,0.7999458255983604,0.2625117993757355,-0.01679791015644384,0.16152419385473138,0.7376962040358953,0.5222758175068563,0.6459663711931163,0.7699416719091322,-0.3277595780000272
enr_st_male,-0.07887216290571815,-0.2608157806385739,-0.16889941070077333,-0.022802799811207957,-0.10941998418105392,-0.045825207958163965,0.1441008257001323,0.029240370208510804,0.08796045867632714,-0.30949512975351984,-0.15203420811132362,-0.2824632239370492,0.3188872816315174,0.2411876560504059,0.28565383236781716,0.5356439187294971,0.4693281656705897,0.5010481778725934,0.4819400805511956,0.4273356925639434,0.45678053341598857,0.435774511609749,0.39810560344939255,0.41851531360162725,0.4131234106069085,0.3521048300046107,0.38380840059439497,1.0,0.9837211079500954,0.9960169846839734,0.42750149800013826,0.3786393852166955,0.40439504792183045,0.3588068571537661,0.27144118634990316,0.326274091114619,0.22807531878930504,0.16700928700361864,0.19702974455237265,0.1608213426767359,0.2833729593062658,0.4780464782129061,0.377536277829052,0.44300118442097514,0.4245286174729842,0.3104135912684112,0.3878265212148645,0.7783947227682042,0.5665787165235092,0.7444629456281705,0.27441004089009485,0.14283741281330808,0.21578219429022394,0.6942224429304222,-0.4712196739438208
enr_st_female,-0.11948602339695055,-0.2861457563271819,-0.20243216058150654,-0.014111987583756869,-0.09685746277593485,-0.03334380960630259,0.12416806422873042,0.03619106730386186,0.08162405871714672,-0.2988597896871268,-0.1473724716200135,-0.2506584056609605,0.26764670796730794,0.1926284990042655,0.2351410679569686,0.4680369896655977,0.41114283860714734,0.43839940064465827,0.4175272811817586,0.37376094930536696,0.3974449138579713,0.39010760945496253,0.3601305011516455,0.3764659268977609,0.35913878862770166,0.30418865147504415,0.33271198136694596,0.9837211079500954,1.0,0.9958258210515821,0.374733816617362,0.3359313684603103,0.35647419875679043,0.30281820244476987,0.22319731843881305,0.27257670909441256,0.17903577317994962,0.12931293591698687,0.1537259507055498,0.18357241380050032,0.31342011095957517,0.40673472371826874,0.31097234694326525,0.3724406414469424,0.34653394311753777,0.23651667639297913,0.3098883139924544,0.7487778017349046,0.6155969731236478,0.7465382866275764,0.22370003962408147,0.1048253242015346,0.17037244892765926,0.6592646710308864,-0.47460357839576706
enr_st_total,-0.09934668450182464,-0.27445172069297363,-0.18622904536180862,-0.018583989728966615,-0.10363475235258955,-0.0398198593786141,0.13480065019164117,0.032808851428216476,0.08517661717911672,-0.30548526051846214,-0.15034362273902352,-0.2678389035212593,0.29476854064570973,0.21808125275403997,0.26176014905461115,0.5042920312692628,0.44237953875656244,0.47201476326131075,0.4519531693919062,0.4025028002306895,0.42920978729038256,0.41489984681514347,0.3808931987843166,0.39936490944505887,0.3880289589227834,0.3297715710593747,0.36002698382314985,0.9960169846839734,0.9958258210515821,1.0,0.40306972888775333,0.35899892596256927,0.3822735567299143,0.3324956720143336,0.24861508501201862,0.30096658472450183,0.20467687424495784,0.14898904353493791,0.17635013393928878,0.17276829874616506,0.2994417998209041,0.44462053299292426,0.34605458051712884,0.40980449050153867,0.38756765930380077,0.27501863455568554,0.350743315918812,0.7668864129585488,0.593220049231864,0.7485406393637623,0.2503724594385597,0.12456154425935771,0.19413443776452616,0.6797195175163806,-0.4748279396153408
enr_obc_male,0.12077526280072567,-0.007229236045044973,0.06205514611047737,-0.08025175246412698,-0.12424327273546175,-0.09186203719740557,0.4543894567982887,0.28146163738335084,0.373880621291819,-0.22529734585880667,-0.108623446360013,-0.27318210295075906,0.8328365091467914,0.781118554334196,0.81717955951728,0.9388755962076433,0.9376058011625178,0.9427053801158295,0.9415144222603135,0.9458158382310774,0.9461118406549829,0.7964749595012833,0.7949046381576782,0.7970936260627652,0.940696771360466,0.9285436170222177,0.936671250771661,0.42750149800013826,0.374733816617362,0.40306972888775333,1.0,0.9898563632903513,0.997522499386977,0.8502600450720611,0.839965594598291,0.8662305938523355,0.732696704410413,0.6788585889527782,0.7077994587957555,0.1624838703424852,0.28206329527794843,0.9390940226397672,0.8332281886682358,0.910263838532241,0.8926026713396746,0.7581163210994599,0.8572348661419196,0.34151307218541727,0.05013324126143036,0.2411426815430502,0.8672133673441442,0.6894616670508167,0.7953418805144123,0.7693652630898133,-0.39469488542719683
enr_obc_female,0.12404729942391737,0.020739428819428522,0.07819150165490377,-0.08298618807993731,-0.11694309681666806,-0.0886662461059144,0.4619913338488937,0.3100852013272868,0.3925137191556654,-0.20261217215205882,-0.09760765059775467,-0.2477413685565283,0.8363364907873834,0.7961059550459701,0.8261204071717335,0.9138189036682953,0.9322803099834444,0.9285928456535892,0.9224819993779441,0.9456850978708491,0.9361832216232264,0.7690059531745462,0.7805658472183403,0.7758783342232919,0.9336977941651533,0.9364624035244729,0.937037733089749,0.3786393852166955,0.3359313684603103,0.35899892596256927,0.9898563632903513,1.0,0.9973984788229043,0.8533728961041842,0.8591934175310294,0.877042733071278,0.7420160143693537,0.7057035205655716,0.7263766249496852,0.12850352768173584,0.2491855524022313,0.9260024492914599,0.834218893152811,0.9030823015732368,0.8722856349712002,0.7379385107409122,0.8365645867824484,0.30504043785187396,0.025619560989954538,0.20713615078689018,0.8705107778652792,0.7048227310210565,0.8044351037376322,0.7423418503515222,-0.3882192823174618
enr_obc_total,0.1227028416250814,0.006601310969558767,0.07020315782186284,-0.08180999200210122,-0.12094474810068524,-0.09051341999320228,0.4593101170559198,0.29635124455222767,0.3840585816956929,-0.2146379996088236,-0.10344534183936638,-0.2612801920224278,0.8366893070020144,0.7905278222058137,0.8236866029354919,0.9288581811621687,0.9373552438088099,0.9381168153172144,0.9344866972759746,0.9481584068353607,0.943603651040395,0.7849006242099795,0.7898278554775663,0.7886174508514605,0.9396254388825617,0.9348280228838186,0.9392367488997844,0.40439504792183045,0.35647419875679043,0.3822735567299143,0.997522499386977,0.9973984788229043,1.0,0.8539654982402698,0.8516243257908628,0.8737890703506672,0.7391761198489687,0.6938789508371465,0.7187996197680389,0.14607174125921202,0.2665014843353472,0.9350018046357093,0.8358394912910689,0.9090246514756826,0.8848143669400252,0.7500546589102897,0.8491816314434354,0.32432252953103635,0.03812266227918541,0.22491778886960895,0.8710533567488006,0.6988226711862052,0.8018687925087286,0.7579425676050342,-0.39249301362248173
enr_pwd_male,0.1451947644690797,0.05095270084627129,0.10434265302471157,-0.0900632268857016,-0.12858559136327632,-0.0961156880719998,0.31255937606588813,0.18252686160806733,0.25169984093400366,-0.21859952907571695,-0.11031426654661364,-0.26502944039771376,0.8380824553647376,0.7612763736324147,0.8106770964629303,0.8641539604073654,0.8759580201798896,0.8749540010261113,0.9019727557901125,0.9154743719947726,0.910920506718596,0.7273233525476279,0.7382154197136085,0.7338198773130693,0.8869415797843536,0.8856200405601244,0.8881612234251451,0.3588068571537661,0.30281820244476987,0.3324956720143336,0.8502600450720611,0.8533728961041842,0.8539654982402698,1.0,0.9048912193806029,0.9795203501156162,0.754477801051952,0.7378805515128523,0.7492621338999247,0.3151886590968196,0.2984178169138102,0.817768449252076,0.6888373329877644,0.7766090607479422,0.7666460574444537,0.5734840513543819,0.7054864955785736,0.2759259398456433,-0.012261967981097443,0.1721015949002156,0.6570371593789361,0.4703840637322744,0.5778206499460908,0.7276660299389088,-0.3099112213191962
enr_pwd_female,0.17907389087574033,0.10007919803404844,0.14676468703240395,-0.06626052112531204,-0.09697492106928979,-0.06622735514675734,0.37077402042958785,0.2469782881269354,0.3141492940212662,-0.184940642577757,-0.08972790451122599,-0.23359864075357872,0.8242216180031853,0.7853792861278317,0.8145324504462145,0.8146983435139465,0.8474009659634439,0.8369798434489604,0.8298999436058279,0.8612040904164114,0.8472775142562794,0.6686321403400936,0.6895053395866155,0.6798131663656644,0.839409792446898,0.8546024352099272,0.848699073626183,0.27144118634990316,0.22319731843881305,0.24861508501201862,0.839965594598291,0.8591934175310294,0.8516243257908628,0.9048912193806029,1.0,0.9720605133205698,0.6990731314855022,0.6832719416838914,0.6940182034958579,0.18946337242090067,0.19496562533835468,0.7977449961660328,0.7137771288401153,0.775859823002877,0.7494389504545029,0.6042715320589049,0.706959034947669,0.2171859041837457,-0.04492317124433084,0.12027047611869367,0.7191179646436815,0.5725668371758398,0.6599229440476797,0.673246587843476,-0.29424041321204736
enr_pwd_total,0.1647796537495455,0.07544026236885829,0.12696735902491585,-0.08101113279168805,-0.11678423337832745,-0.08433321048979306,0.34775805881757915,0.2174886292852202,0.2874100568208339,-0.20803556492879052,-0.1032799856989757,-0.25665746122696176,0.8520674907291934,0.7913371502521407,0.832370843842695,0.861940342320139,0.8839195345643042,0.8784362605795322,0.889987303013782,0.9122411192548637,0.9031419903222835,0.7173871758982334,0.7332676648070873,0.7262588792809008,0.8861965394568578,0.8926544412083036,0.8912633206935071,0.326274091114619,0.27257670909441256,0.30096658472450183,0.8662305938523355,0.877042733071278,0.8737890703506672,0.9795203501156162,0.9720605133205698,1.0,0.7467618496962402,0.730134361299103,0.7414943801615231,0.2634412450501727,0.25679535889031263,0.8283404299922128,0.7175184772776317,0.7952896410025958,0.7772972461384107,0.6021040166900555,0.723474817948358,0.25490273711216554,-0.028012497671612825,0.15180179492332635,0.7025079703591389,0.530249679920814,0.630820753833338,0.7197589612144238,-0.3100943843447189
enr_muslim_male,0.010085958656426105,-0.06492656101392781,-0.02339116001970025,-0.14973355102599642,-0.15653502600352082,-0.14699195203330662,0.34256024617373865,0.21156587149963435,0.2819196744633991,-0.20417046889841192,-0.09557417251616948,-0.26238326513299864,0.7183958930989116,0.6162240511102459,0.6778102660254598,0.7267647814306764,0.7455610062993017,0.74082405919188,0.7974787420101905,0.822032867260218,0.8115005098546689,0.6492204731921357,0.6699737956635522,0.6603198430170448,0.7693339198429389,0.7719111953014381,0.7722340009294358,0.22807531878930504,0.17903577317994962,0.20467687424495784,0.732696704410413,0.7420160143693537,0.7391761198489687,0.754477801051952,0.6990731314855022,0.7467618496962402,1.0,0.9814760826341419,0.9949137997547576,0.2742616623878651,0.3456556117148494,0.740812864173225,0.6191219300877367,0.7013889458251583,0.69573006536216,0.5170678669368814,0.6388927551478749,0.2713086963362982,-0.00011236941079496926,0.17436687575184895,0.5736174801864123,0.4137946696318727,0.505950731231378,0.5686093331863546,-0.43109360356919446
enr_muslim_female,-0.015540403685581607,-0.05681485341996725,-0.03243882189852173,-0.14857258812555765,-0.14070260129122353,-0.1393544838994086,0.3200212632413036,0.23043850877090735,0.28034769901066026,-0.16477430362732862,-0.07425046318128177,-0.20981396934502214,0.6585445793757024,0.5630670027330004,0.6204849748206647,0.6735895682313943,0.703608272190031,0.6936848635609674,0.7624415111057697,0.7997199099759748,0.7825324492822177,0.6137605541186213,0.6446112977022621,0.6296380122213041,0.7354081683743221,0.7488582164308544,0.7436156603054693,0.16700928700361864,0.12931293591698687,0.14898904353493791,0.6788585889527782,0.7057035205655716,0.6938789508371465,0.7378805515128523,0.6832719416838914,0.730134361299103,0.9814760826341419,1.0,0.9957824243316147,0.262089792799249,0.33206807041371506,0.6758000351411309,0.5467945639810774,0.631973809665927,0.6206071320724467,0.4227109832588658,0.5546350836239425,0.19456112397259398,-0.03476540207505972,0.11010131538351593,0.49110671218180635,0.3336890454655747,0.4233670443682171,0.5069515494379347,-0.41047515600080325
enr_muslim_total,-0.003340749153029633,-0.06096376152993597,-0.028257015842025366,-0.14981988392383533,-0.14893915450577053,-0.14366035873503646,0.3323038566760154,0.22247303887872547,0.2824049924810317,-0.1844070836994185,-0.0848074728542069,-0.2359646826214406,0.6902705284440097,0.5911429250696822,0.6508241630803328,0.702188469432826,0.7269726284440725,0.7194867401024847,0.7827679282957367,0.8141263826004141,0.8000459453238407,0.6335975509563267,0.659756389602723,0.6472607559711167,0.7550765289840514,0.7633824029900913,0.7607805958997089,0.19702974455237265,0.1537259507055498,0.17635013393928878,0.7077994587957555,0.7263766249496852,0.7187996197680389,0.7492621338999247,0.6940182034958579,0.7414943801615231,0.9949137997547576,0.9957824243316147,1.0,0.2691382123578895,0.34012004832355425,0.7100780260675826,0.5839750603349378,0.6681560490790133,0.6594698334859724,0.469863605464691,0.5975652545247726,0.23221936972198612,-0.018332507791232865,0.14138916259600734,0.5329047167578053,0.3736027825458836,0.46488476430111186,0.5388371940133205,-0.4222589395680466
ptr_all_reg_dist,-0.08310754039006417,-0.164183652503605,-0.12613941620869984,-0.15213647759322607,-0.18818046895326435,-0.1658078338999845,0.011106279998849597,-0.06427743106441802,-0.0265787665455674,-0.2984065684621042,-0.16550722282261485,-0.294950798239825,0.1305075074481139,0.030363736482263596,0.08475282471351882,0.17743914654747045,0.14355058906598706,0.15928161548041878,0.26092645141040705,0.23226043201511992,0.24773942762210036,0.17805568942366565,0.15987901373971394,0.16976069583055256,0.2056238324294358,0.15581019053426737,0.18141393312594967,0.1608213426767359,0.18357241380050032,0.17276829874616506,0.1624838703424852,0.12850352768173584,0.14607174125921202,0.3151886590968196,0.18946337242090067,0.2634412450501727,0.2742616623878651,0.262089792799249,0.2691382123578895,1.0,0.8782793697077809,-0.009990918737602878,-0.15998538790332784,-0.07571331177253898,-0.06480165272884493,-0.20131855359823372,-0.12022110140392735,-0.10796490826005162,-0.01576797223562538,-0.07619922597699497,-0.11187534601933377,-0.21470844461960456,-0.16251735173169418,0.18355929843274582,-0.18541725074429471
ptr_all_reg,-0.3132250965180704,-0.39100449328906206,-0.35988256830087456,-0.14820665632125635,-0.1610959290299914,-0.15908790715534413,0.09306142907113826,-0.0016327511122552873,0.04682578285496797,-0.25148675165196915,-0.12501130299150276,-0.2710341508702483,0.12355461414654295,0.002440472995352928,0.06786171871618064,0.24469531477320766,0.19908571857791954,0.2202893618070267,0.35629944023439664,0.32980756558152935,0.34442009082695607,0.2569543702925015,0.23701746138559188,0.2479123406921331,0.3085812941717682,0.25371854907547586,0.2820909319333248,0.2833729593062658,0.31342011095957517,0.2994417998209041,0.28206329527794843,0.2491855524022313,0.2665014843353472,0.2984178169138102,0.19496562533835468,0.25679535889031263,0.3456556117148494,0.33206807041371506,0.34012004832355425,0.8782793697077809,1.0,0.1046868043860907,-0.08104945782870142,0.025475715228058072,0.02734928305401303,-0.13966664580924398,-0.03830779070013938,-0.016791082431578456,0.07496096780789713,0.021495706577089966,-0.018732204831573823,-0.1574146810219994,-0.08507703405336832,0.284854653824219,-0.3318661007063975
teacher_total_male,0.1760596756193302,0.032801639266330715,0.111136523145296,-0.07726756240952418,-0.12982671038005797,-0.08906031781507143,0.41431446337189093,0.23307824572762376,0.3285109361796709,-0.25132985930706037,-0.11900120401668336,-0.3096721666160732,0.8660965646611676,0.8048417089246723,0.8462992731915889,0.9375758852949846,0.9355373859388284,0.9409694056500019,0.9131338025940828,0.916597403951765,0.9172496588114524,0.7775403481318484,0.7782836223449227,0.779248773656431,0.9051105069267795,0.901964895154548,0.9054661072648501,0.4780464782129061,0.40673472371826874,0.44462053299292426,0.9390940226397672,0.9260024492914599,0.9350018046357093,0.817768449252076,0.7977449961660328,0.8283404299922128,0.740812864173225,0.6758000351411309,0.7100780260675826,-0.009990918737602878,0.1046868043860907,1.0,0.9263051862881265,0.9863564465921107,0.9797811628287705,0.8708866943475743,0.9563108000028661,0.4880332169011829,0.11619071460368093,0.3637904471330604,0.8813843075316274,0.7169251423327021,0.8160546785473652,0.8065550691274016,-0.41042603114938786
teacher_total_female,0.26240976739765604,0.1604193760580074,0.22077347967809627,-0.059555721342510574,-0.10402485435415271,-0.06199815337450979,0.3445865665927315,0.18270543554628987,0.26771159175283443,-0.21427193371927253,-0.1013193717315631,-0.2782236587840044,0.8540452683473927,0.8735004575180257,0.8720935884926737,0.8230910072835882,0.865793616129568,0.8510226172477868,0.7487949730324881,0.764901609260865,0.7585953801593615,0.6583664223131399,0.6689429037972306,0.6645972855615183,0.7406839204292766,0.7555557256413962,0.7496059399057452,0.377536277829052,0.31097234694326525,0.34605458051712884,0.8332281886682358,0.834218893152811,0.8358394912910689,0.6888373329877644,0.7137771288401153,0.7175184772776317,0.6191219300877367,0.5467945639810774,0.5839750603349378,-0.15998538790332784,-0.08104945782870142,0.9263051862881265,1.0,0.975693031245603,0.9176328479131838,0.9336427715247076,0.9424265358570006,0.4310094190192751,0.09493330036281941,0.3179749279631782,0.9124335164047871,0.8655657967779705,0.9035829064777909,0.7258942407143706,-0.3336677298734152
teacher_total,0.2170555173191215,0.08917025169838752,0.16110237578545678,-0.07096250498291802,-0.12096216841205346,-0.0788886536032778,0.3915362611944188,0.21539385327424293,0.30804172146099856,-0.2398018070028747,-0.11348366283613184,-0.3016776271589309,0.8769021838175955,0.8497752867172257,0.8732733988702288,0.9049516165342387,0.9224239993641391,0.9191295209454797,0.8582733292001163,0.8673253151605981,0.864949306530417,0.7398976957068235,0.7449511799918103,0.7436138088556069,0.850062810615122,0.8547311695532699,0.8541679303371161,0.44300118442097514,0.3724406414469424,0.40980449050153867,0.910263838532241,0.9030823015732368,0.9090246514756826,0.7766090607479422,0.775859823002877,0.7952896410025958,0.7013889458251583,0.631973809665927,0.6681560490790133,-0.07571331177253898,0.025475715228058072,0.9863564465921107,0.975693031245603,1.0,0.970807436573982,0.9144667440433559,0.9679895462075621,0.4721737263056945,0.10905874521296141,0.35052274956264046,0.911305484785816,0.7951738017976547,0.8694409543364123,0.786278317370957,-0.38450388482784126
teacher_sc_male,0.22020105171898205,0.07520441655427007,0.1547695196494929,-0.04820174857112247,-0.103217335933065,-0.06133518218244264,0.40566486108956523,0.21963703271959742,0.31698559703968887,-0.2261196160152748,-0.10598211360415946,-0.2914156480664648,0.8481498639882015,0.7864607794729083,0.827961358704647,0.9045128078470464,0.8978078826396777,0.9051281311478016,0.8619544213079837,0.8608025647146216,0.8636982151494885,0.7442729126539932,0.7418021301744903,0.7443763711823947,0.8594394668883905,0.8589738268305991,0.8610244567806526,0.4245286174729842,0.34653394311753777,0.38756765930380077,0.8926026713396746,0.8722856349712002,0.8848143669400252,0.7666460574444537,0.7494389504545029,0.7772972461384107,0.69573006536216,0.6206071320724467,0.6594698334859724,-0.06480165272884493,0.02734928305401303,0.9797811628287705,0.9176328479131838,0.970807436573982,1.0,0.9178724291717595,0.9875467774308296,0.4748195307584401,0.10003832169302358,0.34833801767479816,0.8861508427979511,0.7360438032735732,0.8277289513259464,0.7279254038406483,-0.3639505186393177
teacher_sc_female,0.3125975550115719,0.18239339875091942,0.2567527313641313,-0.01583303705423704,-0.07074480171951901,-0.024693054764815297,0.3863012430499688,0.1942737519811365,0.2940501325034672,-0.19984344085309244,-0.09035495483290602,-0.2729114251464176,0.7796915914149264,0.7859443907665666,0.7907542331548494,0.7506611842343506,0.7690138205450964,0.7645854985481437,0.6515963687796567,0.6548934129160016,0.6549331749541892,0.5853146344480085,0.5846983030122168,0.5860459945267281,0.6555224398722276,0.6684049884940682,0.6632804346194302,0.3104135912684112,0.23651667639297913,0.27501863455568554,0.7581163210994599,0.7379385107409122,0.7500546589102897,0.5734840513543819,0.6042715320589049,0.6021040166900555,0.5170678669368814,0.4227109832588658,0.469863605464691,-0.20131855359823372,-0.13966664580924398,0.8708866943475743,0.9336427715247076,0.9144667440433559,0.9178724291717595,1.0,0.9688806665298172,0.40377664253194273,0.07905383496730285,0.29362766061059825,0.9143392154851131,0.8711319579570143,0.9072605929229934,0.5796087844394154,-0.29971427926300337
teacher_sc_total,0.2612547053550744,0.11920709566293489,0.1983080747205848,-0.03633945012107747,-0.09241986015018705,-0.048042878160608996,0.40614400461412437,0.21399812674259122,0.3142661025014811,-0.22024914851241578,-0.10191790278117288,-0.2899387114465361,0.83806265021106,0.8020663089832184,0.8298565796185026,0.8617078335505652,0.8648012009662223,0.8676113511936936,0.7958941504590501,0.7964827292767357,0.7983044867113749,0.6962223018545352,0.6944369731663025,0.6965767470120131,0.7958819283639343,0.8006982903965325,0.7999458255983604,0.3878265212148645,0.3098883139924544,0.350743315918812,0.8572348661419196,0.8365645867824484,0.8491816314434354,0.7054864955785736,0.706959034947669,0.723474817948358,0.6388927551478749,0.5546350836239425,0.5975652545247726,-0.12022110140392735,-0.03830779070013938,0.9563108000028661,0.9424265358570006,0.9679895462075621,0.9875467774308296,0.9688806665298172,1.0,0.4562026834378241,0.0937309214046288,0.3336528985382683,0.9151393133120053,0.8043908717057735,0.875895979415009,0.6837646247091672,-0.3458030975389996
teacher_st_male,0.016926965937548458,-0.15103379432595135,-0.06296893605146643,0.1172645748048347,0.006852861615892562,0.10098070928842157,0.25275894418837225,0.14405592072341292,0.20151386098253593,-0.290659599468386,-0.13017150806015237,-0.27341253924512077,0.2995965290139862,0.2130952228819751,0.26202128597636404,0.41145815766408234,0.3570783319060621,0.38295620534012803,0.3622330659177234,0.3236712743969795,0.34452375473061764,0.32994615407928873,0.30670408268507315,0.3194453169972368,0.2765707892138817,0.24697237854403503,0.2625117993757355,0.7783947227682042,0.7487778017349046,0.7668864129585488,0.34151307218541727,0.30504043785187396,0.32432252953103635,0.2759259398456433,0.2171859041837457,0.25490273711216554,0.2713086963362982,0.19456112397259398,0.23221936972198612,-0.10796490826005162,-0.016791082431578456,0.4880332169011829,0.4310094190192751,0.4721737263056945,0.4748195307584401,0.40377664253194273,0.4562026834378241,1.0,0.7243392428113817,0.9548823695039759,0.33687027695610006,0.220937165274491,0.2866156444750269,0.539674483129349,-0.4281989638934406
teacher_st_female,-0.14644126088290682,-0.27838101125915776,-0.21097410002136568,0.30540108114675646,0.15157084149570807,0.2980451862968033,0.16440822715549525,0.13589128987747562,0.15318681506355933,-0.27162607348295437,-0.13842705448158682,-0.19303299759585535,0.03580301638830754,-0.0275503379793883,0.006370482241015595,0.08573963434179595,0.05132640251463749,0.06686378335008888,0.06161551651659999,0.033897733364079675,0.04835553206893973,0.09217798293465931,0.07405296703351502,0.08376035108897348,-0.004461493505509964,-0.029378174817524687,-0.01679791015644384,0.5665787165235092,0.6155969731236478,0.593220049231864,0.05013324126143036,0.025619560989954538,0.03812266227918541,-0.012261967981097443,-0.04492317124433084,-0.028012497671612825,-0.00011236941079496926,-0.03476540207505972,-0.018332507791232865,-0.01576797223562538,0.07496096780789713,0.11619071460368093,0.09493330036281941,0.10905874521296141,0.10003832169302358,0.07905383496730285,0.0937309214046288,0.7243392428113817,1.0,0.8964127207181384,0.04544750110513955,0.018987242628126604,0.03351315236243934,0.23094591266476644,-0.31575194298981946
teacher_st_total,-0.05219915018570385,-0.2170097711602468,-0.1313596697926168,0.20693981568525005,0.06969601976535958,0.19330284371597586,0.23331063236479158,0.15114516200619246,0.19553315635868748,-0.3038607758417596,-0.14331164192855464,-0.2589185224309772,0.20802306177880178,0.12512422293137498,0.17118885890786092,0.301445819611554,0.2516630312989853,0.27499192073455714,0.259408968454823,0.22267919146438353,0.2423123838743559,0.25181785910353416,0.22906879079546397,0.24144124950250825,0.17587627363358546,0.14611535475171694,0.16152419385473138,0.7444629456281705,0.7465382866275764,0.7485406393637623,0.2411426815430502,0.20713615078689018,0.22491778886960895,0.1721015949002156,0.12027047611869367,0.15180179492332635,0.17436687575184895,0.11010131538351593,0.14138916259600734,-0.07619922597699497,0.021495706577089966,0.3637904471330604,0.3179749279631782,0.35052274956264046,0.34833801767479816,0.29362766061059825,0.3336528985382683,0.9548823695039759,0.8964127207181384,1.0,0.23613955789925212,0.1502120392744123,0.19869170544451084,0.4464207535764875,-0.41128785681140473
teacher_obc_male,0.26609506536839683,0.14862185103420553,0.21581510254117328,-0.021525211780561923,-0.06898721895280549,-0.029459842147811038,0.49767710393840514,0.3151158351432626,0.41255675513963974,-0.18397250458616982,-0.08497742029821953,-0.2432644488343404,0.8211795048006634,0.8343724133760968,0.8359393348448585,0.7605448892339783,0.7985753269289326,0.7855518369511988,0.6965573606667864,0.7249563363599033,0.7121718099875207,0.6040658754773377,0.617475919296741,0.6115481335413365,0.7284897848071558,0.7439885134012562,0.7376962040358953,0.27441004089009485,0.22370003962408147,0.2503724594385597,0.8672133673441442,0.8705107778652792,0.8710533567488006,0.6570371593789361,0.7191179646436815,0.7025079703591389,0.5736174801864123,0.49110671218180635,0.5329047167578053,-0.11187534601933377,-0.018732204831573823,0.8813843075316274,0.9124335164047871,0.911305484785816,0.8861508427979511,0.9143392154851131,0.9151393133120053,0.33687027695610006,0.04544750110513955,0.23613955789925212,1.0,0.9419852781754293,0.9871323748742239,0.5973680485690867,-0.3437583089168655
