Rank,Model,Best_Split,Best_Scaler,Best_K,MAE,MSE,RMSE,R2,MAPE
1,Random Forest,85-15,MinMaxScaler,6,2.7663596969697015,14.304362166508442,3.7821108083328867,0.8949030875667143,10.005041167499234
