year,state,ger_all_total,gpi_all,gpi_sc,gpi_st,enr_phd_male,enr_phd_female,enr_phd_total,enr_pg_male,enr_pg_female,enr_pg_total,enr_ug_male,enr_ug_female,enr_ug_total,enr_grand_male,enr_grand_female,enr_grand_total,enr_sc_male,enr_sc_female,enr_sc_total,enr_st_male,enr_st_female,enr_st_total,enr_obc_male,enr_obc_female,enr_obc_total,enr_pwd_male,enr_pwd_female,enr_pwd_total,enr_muslim_male,enr_muslim_female,enr_muslim_total,ptr_all_reg_dist,ptr_all_reg,teacher_total_male,teacher_total_female,teacher_total,teacher_sc_male,teacher_sc_female,teacher_sc_total,teacher_st_male,teacher_st_female,teacher_st_total,teacher_obc_male,teacher_obc_female,teacher_obc_total,total_universities,imputed_flag,log_enr_grand_total,log_enr_ug_total,log_enr_pg_total,log_teacher_total,log_total_universities,student_teacher_ratio,students_per_university,teachers_per_university,female_participation_ratio,phd_ratio,pg_ratio
2018-19,Kerala,37.0,1.4,1.85,1.43,2503.0,4183.0,6686.0,37756.0,88754.0,126510.0,375536.0,505771.0,881307.0,1142.0,4851.0,5993.0,24464.0,44947.0,69411.0,4272.0,6455.0,10727.0,185095.0,274967.0,460062.0,1807.0,1704.0,3511.0,67175.0,92073.0,159248.0,18.0,14.0,22945.0,36291.0,59236.0,880.0,1290.0,2170.0,77.0,83.0,160.0,8780.0,13833.0,22613.0,23.0,0,8.69851424787661,13.689162446545701,11.748084539890952,10.98930162564094,3.1780538303479458,0.10116987693502372,249.70833333333334,2468.1666666666665,0.8093093093093093,1.1154487821154488,21.106106106106107
2019-20,Kerala,38.7865,1.3599,1.8625,1.4998,2817.0,4687.0,7504.0,40871.0,97643.0,138514.0,393073.0,509484.0,902557.0,484849.0,653004.0,1137853.0,25434.0,46838.0,72272.0,4360.0,6877.0,11237.0,194158.0,295290.0,489448.0,1975.0,1735.0,3710.0,68848.0,97179.0,166027.0,18.4842,14.3195,23712.0,37846.0,61558.0,906.0,1380.0,2286.0,86.0,99.0,185.0,9231.0,14651.0,23882.0,23.0,0,13.94465459018304,13.712988233052185,11.838733901994255,11.027751343506385,3.1780538303479458,18.483942234279308,47410.541666666664,2564.9166666666665,0.5738908506715272,0.00659487069518585,0.12173266517496972
2020-21,Kerala,43.1542,1.5191,1.906,1.5205,3184.0,5554.0,8738.0,45876.0,120643.0,166519.0,454250.0,633728.0,1087978.0,559625.0,804911.0,1364536.0,34488.0,62108.0,96596.0,5702.0,8712.0,14414.0,270266.0,426085.0,696351.0,2103.0,1888.0,3991.0,68170.0,102759.0,170929.0,22.3401,16.4659,23150.0,37930.0,61080.0,918.0,1425.0,2343.0,85.0,100.0,185.0,9130.0,14834.0,23964.0,23.0,0,14.12632573492266,13.899832404741161,12.022870701308912,11.019956131169735,3.1780538303479458,22.33977832713937,56855.666666666664,2545.0,0.5898784715987914,0.006403637277699322,0.12203333438375068
2021-22,Kerala,41.3,1.437,1.8039,1.4083,3387.0,5747.0,9134.0,50946.0,121630.0,172576.0,439560.0,576826.0,1016386.0,554572.0,749873.0,1304445.0,29991.0,50960.0,80951.0,5914.0,8352.0,14266.0,218765.0,318522.0,537287.0,2843.0,2472.0,5315.0,76375.0,110983.0,187358.0,19.1725,14.8877,23516.0,39339.0,62855.0,980.0,1521.0,2501.0,97.0,108.0,205.0,9202.0,15471.0,24673.0,25.0,0,14.081288987531552,13.831764740106287,12.058598792668654,11.048601674855657,3.258096538021482,20.75291141657121,50170.96153846154,2417.5,0.5748593655850837,0.007002206300605774,0.13229830901394155
2019-20,Ladakh,7.9178,2.2546,14.8407,2.4326,6.0,2.0,8.0,26.0,28.0,54.0,798.0,1746.0,2544.0,999.0,1898.0,2897.0,0.0,0.0,0.0,923.0,1892.0,2815.0,14.0,0.0,14.0,0.0,0.0,0.0,652.0,1302.0,1954.0,14.5578,14.5578,135.0,64.0,199.0,2.0,0.0,2.0,83.0,61.0,144.0,2.0,0.0,2.0,1.0,1,7.971776122880628,7.841885928984623,4.007333185232471,5.298317366548036,0.6931471805599453,14.485,1448.5,99.5,0.6549344375431332,0.0027605244996549345,0.018633540372670808
2020-21,Ladakh,8.3824,2.2014,14.8407,2.0132,6.0,2.0,8.0,70.0,23.0,93.0,740.0,1738.0,2478.0,1108.0,2039.0,3147.0,0.0,16.0,16.0,902.0,1937.0,2839.0,35.0,24.0,59.0,0.0,0.0,0.0,679.0,1341.0,2020.0,19.0727,19.0727,104.0,61.0,165.0,1.0,0.0,1.0,84.0,58.0,142.0,0.0,0.0,0.0,2.0,1,8.054522609537294,7.8156105320351905,4.543294782270004,5.111987788356544,1.0986122886681098,18.957831325301203,1049.0,55.0,0.647712833545108,0.0025412960609911056,0.0295425667090216
2021-22,Ladakh,11.5,2.1867,14.8407,1.6832,15.0,3.0,18.0,155.0,318.0,473.0,1187.0,2103.0,3290.0,1571.0,2869.0,4440.0,20.0,20.0,40.0,1525.0,2722.0,4247.0,0.0,5.0,5.0,1.0,0.0,1.0,421.0,727.0,1148.0,16.1679,15.5584,159.0,115.0,274.0,2.0,1.0,3.0,126.0,111.0,237.0,0.0,0.0,0.0,2.0,0,8.398634855292102,8.098946748943339,6.161207321695077,5.616771097666572,1.0986122886681098,16.145454545454545,1480.0,91.33333333333333,0.646025669894168,0.004053141184417924,0.10650754334609322
2018-19,Lakshadweep,7.4,3.4,1.01,3.68,0.0,0.0,0.0,0.0,26.0,26.0,127.0,392.0,519.0,133.0,427.0,560.0,0.0,0.0,0.0,64.0,246.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,246.0,310.0,12.0,12.0,25.0,20.0,45.0,5.0,3.0,8.0,8.0,11.0,19.0,11.0,6.0,17.0,0.0,1,6.329720905522696,6.253828811575473,3.295836866004329,3.828641396489095,0.0,12.173913043478262,560.0,45.0,0.7611408199643493,0.0,0.04634581105169341
2019-20,Lakshadweep,7.5238,3.2443,1.0332,3.4322,0.0,0.0,0.0,0.0,26.0,26.0,133.0,401.0,534.0,133.0,427.0,560.0,0.0,0.0,0.0,70.0,256.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,256.0,326.0,12.4444,12.4444,25.0,20.0,45.0,5.0,3.0,8.0,8.0,11.0,19.0,11.0,6.0,17.0,0.0,1,6.329720905522696,6.282266746896006,3.295836866004329,3.828641396489095,0.0,12.173913043478262,560.0,45.0,0.7611408199643493,0.0,0.04634581105169341
2020-21,Lakshadweep,7.173,3.4841,1.0162,3.6771,0.0,0.0,0.0,0.0,26.0,26.0,133.0,401.0,534.0,133.0,427.0,560.0,0.0,0.0,0.0,70.0,256.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,256.0,326.0,22.4,22.4,12.0,13.0,25.0,1.0,3.0,4.0,4.0,5.0,9.0,7.0,5.0,12.0,0.0,1,6.329720905522696,6.282266746896006,3.295836866004329,3.258096538021482,0.0,21.53846153846154,560.0,25.0,0.7611408199643493,0.0,0.04634581105169341
2021-22,Lakshadweep,1.1,6.3333,1.0104,5.0,0.0,0.0,0.0,0.0,26.0,26.0,14.0,74.0,88.0,14.0,74.0,88.0,0.0,0.0,0.0,14.0,74.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,74.0,88.0,8.8,8.8,5.0,5.0,10.0,1.0,2.0,3.0,4.0,2.0,6.0,0.0,1.0,1.0,0.0,1,4.48863636973214,4.48863636973214,3.295836866004329,2.3978952727983707,0.0,8.0,88.0,10.0,0.8314606741573034,0.0,0.29213483146067415
2018-19,Madhya Pradesh,21.5,0.97,0.97,0.94,2383.0,1710.0,4093.0,100896.0,121265.0,222161.0,817593.0,703775.0,1521368.0,1545.0,847.0,2392.0,154836.0,129221.0,284057.0,101105.0,97921.0,199026.0,406281.0,366091.0,772372.0,1763.0,1565.0,3328.0,20195.0,16562.0,36757.0,33.0,29.0,34772.0,24412.0,59184.0,2557.0,1292.0,3849.0,790.0,490.0,1280.0,8312.0,4833.0,13145.0,65.0,0,7.780303087908373,14.235121145368243,12.311162124460864,10.988423410387995,4.189654742026425,0.040415645856213565,36.24242424242424,896.7272727272727,0.35394901796907646,1.710405348934392,92.83786042624321
2019-20,Madhya Pradesh,24.1896,1.0023,1.0253,0.9783,3006.0,2441.0,5447.0,125638.0,159465.0,285103.0,908857.0,802319.0,1711176.0,1144576.0,1037578.0,2182154.0,176528.0,154691.0,331219.0,107910.0,107489.0,215399.0,449846.0,425197.0,875043.0,1403.0,1039.0,2442.0,24366.0,19923.0,44289.0,34.0398,31.6019,37474.0,26632.0,64106.0,2781.0,1469.0,4250.0,899.0,564.0,1463.0,8874.0,5338.0,14212.0,66.0,0,14.595823478599256,14.35269199579979,12.560609304967196,11.068308841314574,4.204692619390966,34.03924688411562,32569.462686567163,956.8059701492538,0.47548318061732553,0.0024961563225343753,0.13065203892482433
2020-21,Madhya Pradesh,27.0774,0.9804,1.0109,1.054,3676.0,2477.0,6153.0,159236.0,184377.0,343613.0,1067537.0,947070.0,2014607.0,1374036.0,1224525.0,2598561.0,210178.0,184840.0,395018.0,140698.0,153701.0,294399.0,528269.0,512294.0,1040563.0,1886.0,708.0,2594.0,20995.0,20432.0,41427.0,33.6942,31.94,44736.0,32386.0,77122.0,3557.0,2007.0,5564.0,1224.0,814.0,2038.0,11089.0,7115.0,18204.0,74.0,0,14.770468773065174,14.515935193494448,12.747274213314567,11.253156828942764,4.31748811353631,33.69372301388691,34647.48,1028.2933333333333,0.4712317812697946,0.002367848063659824,0.13223198061081476
2021-22,Madhya Pradesh,28.9,0.9428,0.978,0.9663,4283.0,3571.0,7854.0,201345.0,239046.0,440391.0,1143205.0,953119.0,2096324.0,1505908.0,1294257.0,2800165.0,226394.0,193880.0,420274.0,164651.0,166351.0,331002.0,575079.0,526841.0,1101920.0,2277.0,1778.0,4055.0,22617.0,16588.0,39205.0,30.9584,29.6384,47319.0,35142.0,82461.0,3875.0,2260.0,6135.0,1286.0,950.0,2236.0,11900.0,7965.0,19865.0,77.0,0,14.845189259102389,14.555696369654845,12.995420518361401,11.32009286015061,4.356708826689592,33.95703475540249,35899.55128205128,1057.1923076923076,0.4622072405707376,0.0028048337134298465,0.15727317594742599
2018-19,Maharashtra,32.0,0.9,0.95,0.75,4923.0,3873.0,8796.0,218561.0,242682.0,461243.0,1855670.0,1496019.0,3351689.0,10018.0,7692.0,17710.0,269942.0,240577.0,510519.0,105146.0,79830.0,184976.0,681445.0,565904.0,1247349.0,4400.0,3535.0,7935.0,78777.0,73589.0,152366.0,27.0,23.0,94465.0,64474.0,158939.0,11855.0,6251.0,18106.0,1744.0,669.0,2413.0,22594.0,13095.0,35689.0,62.0,0,9.781941194456632,15.024975254207138,13.041682466122186,11.97628205149417,4.143134726391533,0.11142569523090474,281.1111111111111,2522.84126984127,0.43430636327705946,0.49664050590028797,26.04274179888205
2019-20,Maharashtra,32.3311,0.9253,1.005,0.7759,7122.0,4861.0,11983.0,225266.0,253236.0,478502.0,1866422.0,1526553.0,3392975.0,2313862.0,1951610.0,4265472.0,260361.0,243253.0,503614.0,105835.0,82907.0,188742.0,684718.0,581699.0,1266417.0,4714.0,3083.0,7797.0,83037.0,83191.0,166228.0,26.1474,22.066,95447.0,67685.0,163132.0,12202.0,6800.0,19002.0,1881.0,769.0,2650.0,22893.0,13947.0,36840.0,65.0,0,15.266063635455033,15.037217970354966,13.07841775944797,12.002321098002161,4.189654742026425,26.147205041285332,64628.36363636364,2471.6969696969695,0.45753659676195346,0.0028093015710098273,0.11218029043906737
2020-21,Maharashtra,34.9269,0.9239,0.9551,0.7761,9358.0,6393.0,15751.0,244931.0,319628.0,564559.0,1955828.0,1538148.0,3493976.0,2491897.0,2054252.0,4546149.0,290289.0,255618.0,545907.0,111489.0,86643.0,198132.0,723073.0,583566.0,1306639.0,3949.0,2214.0,6163.0,79148.0,71656.0,150804.0,27.9465,22.9679,94345.0,68328.0,162673.0,11942.0,6838.0,18780.0,1933.0,822.0,2755.0,22655.0,14012.0,36667.0,71.0,0,15.329791278890744,15.06655118694125,13.243801945674711,11.999503477118227,4.276666119016055,27.94637741741151,63140.958333333336,2259.347222222222,0.4518663044554183,0.003464689902444926,0.12418397985108279
2021-22,Maharashtra,35.3,0.8976,0.9282,0.7835,10115.0,7717.0,17832.0,283304.0,303894.0,587198.0,1968964.0,1529764.0,3498728.0,2542831.0,2035012.0,4577843.0,313255.0,268938.0,582193.0,115731.0,90990.0,206721.0,763737.0,615985.0,1379722.0,4955.0,3216.0,8171.0,79193.0,75322.0,154515.0,27.2665,23.1248,95779.0,71913.0,167692.0,12149.0,7403.0,19552.0,1998.0,891.0,2889.0,22762.0,14736.0,37498.0,74.0,0,15.336738702898321,15.067910317650165,13.283119053283718,12.02989020573558,4.31748811353631,27.29895105937636,61037.90666666667,2235.8933333333334,0.44453502565836667,0.0038952834565791233,0.12826955221715725
2018-19,Manipur,33.7,1.01,0.89,0.95,601.0,487.0,1088.0,4143.0,4296.0,8439.0,48415.0,48928.0,97343.0,94.0,96.0,190.0,3325.0,3023.0,6348.0,18323.0,17453.0,35776.0,16068.0,19638.0,35706.0,81.0,48.0,129.0,3047.0,2554.0,5601.0,22.0,21.0,2616.0,2419.0,5035.0,176.0,94.0,270.0,343.0,327.0,670.0,434.0,337.0,771.0,6.0,0,5.25227342804663,11.486006375618965,9.040737587590003,8.524367395164237,1.9459101490553132,0.03772835583796664,27.142857142857142,719.2857142857143,0.5026178010471204,5.696335078534031,44.18324607329843
2019-20,Manipur,38.3237,1.0302,0.9593,1.0401,538.0,507.0,1045.0,4689.0,5087.0,9776.0,54042.0,55248.0,109290.0,60918.0,63620.0,124538.0,3353.0,3259.0,6612.0,17660.0,18273.0,35933.0,17875.0,22253.0,40128.0,88.0,80.0,168.0,3380.0,3099.0,6479.0,22.668,21.5857,2792.0,2702.0,5494.0,187.0,107.0,294.0,414.0,446.0,860.0,495.0,418.0,913.0,8.0,0,11.732374198845466,11.601769328596834,9.18778796750567,8.611593866837723,2.1972245773362196,22.6638762511374,13837.555555555555,610.4444444444445,0.5108439926448743,0.008390945808140421,0.07849749877548398
2020-21,Manipur,37.7534,1.0453,0.871,1.076,624.0,569.0,1193.0,4813.0,5649.0,10462.0,61246.0,60261.0,121507.0,68916.0,69583.0,138499.0,5110.0,4229.0,9339.0,18790.0,18859.0,37649.0,18578.0,22308.0,40886.0,123.0,110.0,233.0,1904.0,2526.0,4430.0,23.8012,22.9096,2946.0,2873.0,5819.0,206.0,131.0,337.0,444.0,473.0,917.0,557.0,480.0,1037.0,9.0,0,11.83862560460953,11.707735383216543,9.255600503381046,8.669055540725484,2.302585092994046,23.79707903780069,13849.9,581.9,0.5024043321299639,0.008613718411552347,0.07553790613718411
2021-22,Manipur,35.4,1.0057,1.0116,1.1,725.0,723.0,1448.0,4940.0,5528.0,10468.0,58171.0,54386.0,112557.0,66234.0,64154.0,130388.0,3910.0,3755.0,7665.0,22375.0,22919.0,45294.0,20640.0,21195.0,41835.0,85.0,91.0,176.0,964.0,1000.0,1964.0,20.153,19.3011,3103.0,3167.0,6270.0,226.0,148.0,374.0,454.0,490.0,944.0,663.0,607.0,1270.0,10.0,0,11.778277569088315,11.631223923329062,9.256173788319355,8.74369111054302,2.3978952727983707,20.79221814702599,11853.454545454546,570.0,0.4920200323646933,0.011105231269508931,0.08028284594559357
2018-19,Meghalaya,25.8,1.17,2.6,1.22,475.0,678.0,1153.0,3760.0,5817.0,9577.0,33868.0,38949.0,72817.0,39844.0,47697.0,87541.0,909.0,2112.0,3021.0,29641.0,38383.0,68024.0,2446.0,1421.0,3867.0,110.0,182.0,292.0,1318.0,934.0,2252.0,26.0,24.0,1462.0,1850.0,3312.0,39.0,25.0,64.0,805.0,1418.0,2223.0,69.0,46.0,115.0,10.0,1,11.379873957182557,11.195718456370107,9.167224080902555,8.105609402299896,2.3978952727983707,26.42348324781165,7958.272727272727,301.09090909090907,0.5448470448470448,0.013170820863128556,0.10939891709122479
2019-20,Meghalaya,26.1129,1.1591,0.8252,1.2769,492.0,378.0,870.0,4146.0,6139.0,10285.0,33881.0,39321.0,73202.0,39844.0,47697.0,87541.0,1124.0,824.0,1948.0,29208.0,39413.0,68621.0,2503.0,1460.0,3963.0,204.0,163.0,367.0,1177.0,901.0,2078.0,24.1559,22.2276,1597.0,2027.0,3624.0,47.0,33.0,80.0,864.0,1566.0,2430.0,87.0,49.0,136.0,10.0,0,11.379873957182557,11.200991682716156,9.23853902633486,8.195609567288775,2.3978952727983707,24.149241379310343,7958.272727272727,329.45454545454544,0.5448470448470448,0.009938086861163785,0.11748646364030979
2020-21,Meghalaya,25.7614,1.2836,0.942,1.3594,469.0,364.0,833.0,4039.0,6124.0,10163.0,36840.0,45359.0,82199.0,43104.0,54480.0,97584.0,2114.0,1697.0,3811.0,30260.0,41669.0,71929.0,1120.0,1158.0,2278.0,188.0,139.0,327.0,1150.0,912.0,2062.0,27.0166,25.4632,1560.0,2052.0,3612.0,49.0,32.0,81.0,901.0,1634.0,2535.0,74.0,42.0,116.0,11.0,0,11.488479072065303,11.31691058104427,9.226607344440055,8.19229373114764,2.4849066497880004,27.00913368391918,8132.0,301.0,0.5582825229287288,0.00853614797356151,0.10414510426807398
2021-22,Meghalaya,25.4,1.2379,1.1717,1.3069,458.0,331.0,789.0,5673.0,8432.0,14105.0,35954.0,41489.0,77443.0,43588.0,52865.0,96453.0,1317.0,1311.0,2628.0,32765.0,43390.0,76155.0,1403.0,1362.0,2765.0,477.0,588.0,1065.0,1324.0,795.0,2119.0,24.03,22.1911,1630.0,2175.0,3805.0,51.0,37.0,88.0,951.0,1730.0,2681.0,85.0,45.0,130.0,11.0,0,11.476821489739347,11.257310373509055,9.554355517768125,8.244334047856094,2.4849066497880004,25.342354177614293,8037.75,317.0833333333333,0.5480850975594584,0.008180065108756506,0.1462355112281502
2018-19,Mizoram,25.7,0.94,0.95,0.93,415.0,368.0,783.0,1919.0,2096.0,4015.0,13095.0,11475.0,24570.0,285.0,171.0,456.0,143.0,77.0,220.0,15836.0,15391.0,31227.0,361.0,181.0,542.0,12.0,14.0,26.0,54.0,29.0,83.0,18.0,14.0,994.0,874.0,1868.0,29.0,12.0,41.0,732.0,808.0,1540.0,75.0,19.0,94.0,3.0,0,6.124683390894205,10.1093221647277,8.298041661371565,7.533158807455563,1.3862943611198906,0.24398073836276082,114.0,467.0,0.3741794310722101,1.713347921225383,8.785557986870897
2019-20,Mizoram,26.1489,0.9243,0.6677,0.9525,479.0,388.0,867.0,1982.0,2239.0,4221.0,13503.0,11793.0,25296.0,17156.0,16080.0,33236.0,161.0,61.0,222.0,15882.0,15689.0,31571.0,380.0,181.0,561.0,15.0,8.0,23.0,48.0,22.0,70.0,17.2475,13.5039,1032.0,895.0,1927.0,34.0,13.0,47.0,759.0,834.0,1593.0,68.0,15.0,83.0,3.0,0,10.411418992188782,10.138441090609696,8.348064228408266,7.564238475170491,1.3862943611198906,17.238589211618258,8309.0,481.75,0.48379817673075187,0.026085386767758824,0.12699702139182237
2020-21,Mizoram,26.822,1.0516,1.0259,1.0463,551.0,436.0,987.0,1992.0,2478.0,4470.0,15802.0,14971.0,30773.0,19201.0,19509.0,38710.0,200.0,111.0,311.0,17963.0,18673.0,36636.0,379.0,244.0,623.0,14.0,13.0,27.0,50.0,28.0,78.0,19.0408,15.8805,1073.0,960.0,2033.0,35.0,13.0,48.0,800.0,897.0,1697.0,73.0,14.0,87.0,3.0,0,10.563879076356082,10.334425456617323,8.405367376233981,7.617759576608505,1.3862943611198906,19.031465093411995,9677.5,508.25,0.5039652811862262,0.025496628865180438,0.11547105473896309
2021-22,Mizoram,32.3,1.0573,1.476,1.0472,634.0,565.0,1199.0,2398.0,3210.0,5608.0,16905.0,16249.0,33154.0,23191.0,23580.0,46771.0,254.0,203.0,457.0,21813.0,22658.0,44471.0,392.0,281.0,673.0,14.0,17.0,31.0,77.0,53.0,130.0,21.1633,17.4109,1168.0,1042.0,2210.0,39.0,13.0,52.0,873.0,979.0,1852.0,79.0,13.0,92.0,3.0,0,10.75304001226021,10.408948813802969,8.632127729508337,7.701200180857446,1.3862943611198906,21.15377657168702,11692.75,552.5,0.5041477807235097,0.025634995296331137,0.11990079534764389
2018-19,Nagaland,18.7,1.11,0.915,1.15,235.0,257.0,492.0,2886.0,3412.0,6298.0,17428.0,18485.0,35913.0,69.0,59.0,128.0,233.0,168.0,401.0,18615.0,21483.0,40098.0,471.0,377.0,848.0,9.0,15.0,24.0,89.0,115.0,204.0,19.0,17.0,1067.0,1312.0,2379.0,33.0,11.0,44.0,691.0,1199.0,1890.0,91.0,29.0,120.0,5.0,1,4.859812404361672,10.488882470601844,8.74814616962193,7.77485576666552,1.791759469228055,0.05378151260504202,21.333333333333332,396.5,0.4573643410852713,3.813953488372093,48.82170542635659
2019-20,Nagaland,18.4885,1.2417,0.8425,1.2157,270.0,307.0,577.0,2063.0,3503.0,5566.0,16982.0,19252.0,36234.0,20255.0,24306.0,44561.0,191.0,145.0,336.0,18460.0,22495.0,40955.0,454.0,389.0,843.0,17.0,19.0,36.0,100.0,112.0,212.0,18.406,17.0603,1058.0,1363.0,2421.0,35.0,13.0,48.0,710.0,1246.0,1956.0,82.0,30.0,112.0,5.0,1,10.70463675689735,10.497780781543382,8.624611588183507,7.792348924113037,1.791759469228055,18.398431048720067,7426.833333333333,403.5,0.5454423051030025,0.012948251873793816,0.12490462726089493
2020-21,Nagaland,17.2614,1.2595,0.9394,1.2428,279.0,314.0,593.0,2843.0,4252.0,7095.0,17600.0,19228.0,36828.0,21750.0,25204.0,46954.0,279.0,265.0,544.0,18340.0,21869.0,40209.0,517.0,472.0,989.0,3.0,5.0,8.0,113.0,144.0,257.0,19.2988,17.9412,1059.0,1374.0,2433.0,36.0,13.0,49.0,713.0,1265.0,1978.0,88.0,30.0,118.0,5.0,1,10.756944975238714,10.514040857292054,8.867286523989415,7.797291273547472,1.791759469228055,19.29087921117502,7825.666666666667,405.5,0.5367692471515281,0.012629112980513257,0.15110211905015442
2021-22,Nagaland,18.8,1.2848,1.0415,1.25,290.0,330.0,620.0,3276.0,5178.0,8454.0,18770.0,20444.0,39214.0,23557.0,27666.0,51223.0,286.0,312.0,598.0,20887.0,24980.0,45867.0,603.0,550.0,1153.0,14.0,7.0,21.0,112.0,141.0,253.0,20.1745,18.4096,1087.0,1452.0,2539.0,37.0,13.0,50.0,750.0,1337.0,2087.0,89.0,35.0,124.0,6.0,1,10.843963451198638,10.576814605646767,9.042513261332681,7.8399193600125825,1.9459101490553132,20.166535433070866,7317.571428571428,362.7142857142857,0.540098391379041,0.01210370138997345,0.1650398250819928
2018-19,Odisha,22.1,0.82,0.76,0.78,2052.0,1670.0,3722.0,40536.0,42541.0,83077.0,409140.0,371004.0,780144.0,4329.0,5894.0,10223.0,92203.0,70405.0,162608.0,68967.0,58845.0,127812.0,110862.0,99396.0,210258.0,1158.0,803.0,1961.0,5741.0,4600.0,10341.0,27.0,25.0,24205.0,13892.0,38097.0,1111.0,647.0,1758.0,476.0,483.0,959.0,3608.0,1589.0,5197.0,28.0,0,9.232493176617316,13.567235078824885,11.32753520451781,10.547917066298643,3.367295829986474,0.26833429576355716,352.51724137931035,1313.6896551724137,0.5764866979655712,0.3640453834115806,8.125684663536775
2019-20,Odisha,21.6741,0.8808,0.8044,0.8512,1923.0,1423.0,3346.0,47838.0,50717.0,98555.0,379994.0,367114.0,747108.0,529226.0,465703.0,994929.0,88766.0,71362.0,160128.0,70031.0,64832.0,134863.0,110320.0,102419.0,212739.0,1358.0,736.0,2094.0,5614.0,4232.0,9846.0,24.8385,23.3298,25065.0,14991.0,40056.0,1271.0,734.0,2005.0,595.0,570.0,1165.0,3902.0,1804.0,5706.0,32.0,0,13.810427661907134,13.523966370471443,11.498380193528192,10.59805871874709,3.4965075614664802,24.837831090695758,30149.363636363636,1213.8181818181818,0.4680761460605269,0.003363050666881087,0.09905722010593711
2020-21,Odisha,20.7402,0.9436,0.8588,0.898,1955.0,1326.0,3281.0,48874.0,50344.0,99218.0,370312.0,368176.0,738488.0,525883.0,481139.0,1007022.0,93024.0,77606.0,170630.0,72697.0,69019.0,141716.0,100218.0,99879.0,200097.0,1041.0,693.0,1734.0,4728.0,3759.0,8487.0,23.9921,22.3818,25787.0,16186.0,41973.0,1376.0,821.0,2197.0,646.0,649.0,1295.0,4041.0,1973.0,6014.0,36.0,0,13.822509011559033,13.51236148578509,11.505084807191068,10.644805657957367,3.6109179126442243,23.991566207652355,27216.81081081081,1134.4054054054054,0.4777835262948314,0.0032581182356311625,0.09852605154003434
2021-22,Odisha,22.1,0.8766,0.7897,0.8563,2668.0,1550.0,4218.0,63227.0,56471.0,119698.0,402899.0,379256.0,782155.0,581167.0,492712.0,1073879.0,109719.0,83994.0,193713.0,85933.0,77279.0,163212.0,124645.0,114571.0,239216.0,1214.0,806.0,2020.0,4412.0,4097.0,8509.0,24.557,22.9024,26664.0,17066.0,43730.0,1495.0,895.0,2390.0,703.0,702.0,1405.0,4227.0,2219.0,6446.0,37.0,0,13.886788815964904,13.569809488123314,11.692735537292288,10.685812511742123,3.6375861597263857,24.55647023850358,28259.973684210527,1150.7894736842106,0.4588147651506686,0.003927813163481953,0.11146310574738331
2018-19,Puducherry,46.4,1.24,1.17,0.98,510.0,292.0,802.0,9375.0,10261.0,19636.0,23585.0,28067.0,51652.0,7.0,6.0,13.0,5018.0,5239.0,10257.0,556.0,382.0,938.0,21472.0,25478.0,46950.0,158.0,99.0,257.0,1456.0,1197.0,2653.0,13.0,11.0,3375.0,2504.0,5879.0,415.0,243.0,658.0,34.0,14.0,48.0,1839.0,1510.0,3349.0,4.0,1,2.6390573296152584,10.85230355611368,9.885170820750231,8.679312040892672,1.6094379124341003,0.002210884353741497,2.6,1175.8,0.42857142857142855,57.285714285714285,1402.5714285714287
2019-20,Puducherry,46.3367,1.2823,1.1487,1.0079,291.0,217.0,508.0,11531.0,11728.0,23259.0,22863.0,28309.0,51172.0,38156.0,41968.0,80124.0,4892.0,5165.0,10057.0,547.0,476.0,1023.0,22563.0,26083.0,48646.0,131.0,154.0,285.0,1637.0,1489.0,3126.0,12.5764,10.4335,3576.0,2795.0,6371.0,412.0,264.0,676.0,32.0,13.0,45.0,1936.0,1683.0,3619.0,4.0,1,11.291343194222971,10.842967328182981,10.054490426072656,8.759668671029939,1.6094379124341003,12.574387947269303,16024.8,1274.2,0.5237815912636505,0.00634009360374415,0.2902839313572543
2020-21,Puducherry,60.7523,1.0137,1.0015,1.075,271.0,325.0,596.0,12865.0,13359.0,26224.0,26875.0,32921.0,59796.0,43187.0,48066.0,91253.0,5684.0,6319.0,12003.0,463.0,440.0,903.0,27277.0,31222.0,58499.0,120.0,202.0,322.0,1202.0,1139.0,2341.0,13.7078,11.5502,3654.0,3003.0,6657.0,407.0,294.0,701.0,31.0,14.0,45.0,2065.0,1870.0,3935.0,4.0,1,11.421402106100423,10.998710771456226,10.174468433264497,8.80357441813497,1.6094379124341003,13.705767497747072,18250.6,1331.4,0.5267275955026629,0.006531220549236198,0.2873737041663927
2021-22,Puducherry,61.5,1.018,1.0093,1.0467,325.0,278.0,603.0,13198.0,13394.0,26592.0,28264.0,33817.0,62081.0,44821.0,49822.0,94643.0,5507.0,6131.0,11638.0,568.0,466.0,1034.0,24233.0,28241.0,52474.0,94.0,193.0,287.0,1565.0,1705.0,3270.0,13.2319,11.0886,3562.0,3032.0,6594.0,405.0,297.0,702.0,30.0,14.0,44.0,2029.0,1895.0,3924.0,4.0,1,11.45787776318599,11.036211370833005,10.18840330224294,8.794067065151415,1.6094379124341003,14.350720242608036,18928.6,1318.8,0.5264147753687503,0.0063712438189425635,0.28096868264232283
