year,state,ger_all_total,gpi_all,gpi_sc,gpi_st,enr_phd_male,enr_phd_female,enr_phd_total,enr_pg_male,enr_pg_female,enr_pg_total,enr_ug_male,enr_ug_female,enr_ug_total,enr_grand_male,enr_grand_female,enr_grand_total,enr_sc_male,enr_sc_female,enr_sc_total,enr_st_male,enr_st_female,enr_st_total,enr_obc_male,enr_obc_female,enr_obc_total,enr_pwd_male,enr_pwd_female,enr_pwd_total,enr_muslim_male,enr_muslim_female,enr_muslim_total,ptr_all_reg_dist,ptr_all_reg,teacher_total_male,teacher_total_female,teacher_total,teacher_sc_male,teacher_sc_female,teacher_sc_total,teacher_st_male,teacher_st_female,teacher_st_total,teacher_obc_male,teacher_obc_female,teacher_obc_total,total_universities,imputed_flag,log_enr_grand_total,log_enr_ug_total,log_enr_pg_total,log_teacher_total,log_total_universities,student_teacher_ratio,students_per_university,teachers_per_university,female_participation_ratio,phd_ratio,pg_ratio
2020-21,Chandigarh,66.0972,1.331,0.947,1.075,323.0,427.0,750.0,8669.0,13715.0,22384.0,40358.0,35349.0,75707.0,54809.0,55656.0,110465.0,9293.0,7542.0,16835.0,1055.0,968.0,2023.0,5261.0,3541.0,8802.0,231.0,86.0,317.0,327.0,376.0,703.0,30.157,20.2695,1551.0,2112.0,3663.0,208.0,106.0,314.0,20.0,11.0,31.0,146.0,84.0,230.0,3.0,1,11.612463060285261,11.23463911415881,10.016146370675067,8.20631072579402,1.3862943611198906,30.148744541484717,27616.25,915.75,0.5038292325240346,0.006789419368855575,0.20263248420328428
2021-22,Chandigarh,64.8,1.3275,0.9851,1.0467,343.0,454.0,797.0,9172.0,13600.0,22772.0,41264.0,36134.0,77398.0,55291.0,55712.0,111003.0,9631.0,8082.0,17713.0,1243.0,1129.0,2372.0,5504.0,3655.0,9159.0,287.0,151.0,438.0,321.0,371.0,692.0,29.7276,20.0648,1564.0,2170.0,3734.0,212.0,108.0,320.0,21.0,14.0,35.0,152.0,84.0,236.0,3.0,1,11.617321515681224,11.256729139597715,10.033330902684877,8.225503097566918,1.3862943611198906,29.719678714859437,27750.75,933.5,0.5018918237180642,0.007179921444272278,0.20514576051313466
2018-19,Chhattisgarh,18.6,1.06,1.03,1.17,965.0,509.0,1474.0,30690.0,37757.0,68447.0,190502.0,215794.0,406296.0,190.0,365.0,555.0,37893.0,38995.0,76888.0,46644.0,59222.0,105866.0,122888.0,129965.0,252853.0,350.0,360.0,710.0,2406.0,2716.0,5122.0,28.0,23.0,10881.0,9749.0,20630.0,1074.0,683.0,1757.0,634.0,685.0,1319.0,3218.0,2497.0,5715.0,28.0,0,6.320768294250582,12.914839698241938,11.133829611882133,9.934550077987947,3.367295829986474,0.026901265086520285,19.137931034482758,711.3793103448276,0.6564748201438849,2.6510791366906474,123.10611510791367
2019-20,Chhattisgarh,18.4977,1.1272,1.0737,1.2708,824.0,691.0,1515.0,30137.0,40444.0,70581.0,187304.0,228077.0,415381.0,272813.0,313582.0,586395.0,37575.0,40055.0,77630.0,46084.0,62803.0,108887.0,121781.0,136814.0,258595.0,353.0,171.0,524.0,2427.0,2957.0,5384.0,26.3726,22.6685,11452.0,10783.0,22235.0,1143.0,717.0,1860.0,677.0,781.0,1458.0,3431.0,2904.0,6335.0,28.0,0,13.281750608248913,12.936953857756848,11.16453043346706,10.00946787607336,3.367295829986474,26.371424716675662,20220.51724137931,766.7241379310345,0.534761492233917,0.0025835783327307826,0.12036405432506361
2020-21,Chhattisgarh,19.6347,1.1831,1.1133,1.3522,910.0,744.0,1654.0,33737.0,46771.0,80508.0,215732.0,259411.0,475143.0,302840.0,350565.0,653405.0,41449.0,44456.0,85905.0,57790.0,81319.0,139109.0,133754.0,151173.0,284927.0,344.0,132.0,476.0,2017.0,2676.0,4693.0,29.4818,25.7919,11299.0,10864.0,22163.0,1169.0,769.0,1938.0,680.0,819.0,1499.0,3463.0,3063.0,6526.0,32.0,0,13.389953960843402,13.071373194968446,11.296124258399598,10.00622462998724,3.4965075614664802,29.48046381519581,19800.151515151516,671.6060606060606,0.5365194075352844,0.002531351104826096,0.1232128263285002
2021-22,Chhattisgarh,19.6,1.2273,1.1361,1.4167,920.0,917.0,1837.0,35630.0,51834.0,87464.0,227084.0,275545.0,502629.0,298601.0,357740.0,656341.0,43431.0,47514.0,90945.0,52777.0,77518.0,130295.0,133393.0,154494.0,287887.0,799.0,411.0,1210.0,2348.0,2765.0,5113.0,27.4903,25.6262,11873.0,11722.0,23595.0,1229.0,868.0,2097.0,780.0,899.0,1679.0,3799.0,3427.0,7226.0,34.0,0,13.394437273538395,13.127609591924282,11.378993992324366,10.068832485122966,3.5553480614894135,27.815773859976268,18752.6,674.1428571428571,0.545051208059213,0.002798845723723303,0.1332597944364371
2018-19,D & N Haveli And Daman & Diu,9.3,1.7,1.49,1.04,0.0,0.0,0.0,137.0,223.0,360.0,2319.0,2691.0,5010.0,3130.0,3263.0,6393.0,92.0,102.0,194.0,639.0,723.0,1362.0,213.0,298.0,511.0,8.0,6.0,14.0,48.0,44.0,92.0,29.0,29.0,112.0,102.0,214.0,10.0,2.0,12.0,5.0,8.0,13.0,25.0,9.0,34.0,0.0,1,8.763115329619787,8.519390774959724,5.8888779583328805,5.3706380281276624,0.0,29.73488372093023,6393.0,214.0,0.5103221770409759,0.0,0.05630278385986863
2019-20,D & N Haveli And Daman & Diu,9.4406,1.7517,1.2411,1.1532,0.0,0.0,0.0,122.0,247.0,369.0,2401.0,2855.0,5256.0,3130.0,3263.0,6393.0,107.0,98.0,205.0,587.0,735.0,1322.0,271.0,317.0,588.0,13.0,9.0,22.0,38.0,39.0,77.0,27.2043,27.2043,119.0,116.0,235.0,10.0,3.0,13.0,6.0,7.0,13.0,27.0,14.0,41.0,0.0,1,8.763115329619787,8.567315800819449,5.91350300563827,5.4638318050256105,0.0,27.088983050847457,6393.0,235.0,0.5103221770409759,0.0,0.05771035345636534
2020-21,D & N Haveli And Daman & Diu,10.3837,1.9682,1.346,1.1981,0.0,0.0,0.0,259.0,508.0,767.0,4020.0,4681.0,8701.0,5948.0,5622.0,11570.0,231.0,251.0,482.0,816.0,1056.0,1872.0,832.0,1035.0,1867.0,10.0,10.0,20.0,135.0,132.0,267.0,20.052,20.052,321.0,256.0,577.0,33.0,11.0,44.0,22.0,19.0,41.0,67.0,37.0,104.0,0.0,1,9.356257246876337,9.071308163280625,6.643789733147672,6.359573868672378,0.0,20.017301038062282,11570.0,577.0,0.48586984703137154,0.0,0.06628640566934578
2021-22,D & N Haveli And Daman & Diu,11.2,1.9302,1.2782,1.1739,0.0,0.0,0.0,305.0,543.0,848.0,4656.0,5103.0,9759.0,6683.0,6122.0,12805.0,260.0,267.0,527.0,924.0,1160.0,2084.0,1026.0,1022.0,2048.0,12.0,8.0,20.0,108.0,120.0,228.0,20.1654,20.1654,354.0,281.0,635.0,38.0,11.0,49.0,25.0,27.0,52.0,72.0,38.0,110.0,0.0,1,9.457669090078747,9.186047679407139,6.744059186311348,6.455198563340122,0.0,20.13364779874214,12805.0,635.0,0.4780571607059191,0.0,0.06621895986256442
2018-19,Delhi,46.3,1.16,1.14,0.98,4918.0,4493.0,9411.0,65500.0,93497.0,158997.0,448749.0,405107.0,853856.0,2605.0,1839.0,4444.0,74144.0,73583.0,147727.0,11244.0,9151.0,20395.0,90392.0,64796.0,155188.0,4998.0,3348.0,8346.0,15715.0,8632.0,24347.0,52.0,21.0,9349.0,11298.0,20647.0,1019.0,778.0,1797.0,304.0,213.0,517.0,1168.0,798.0,1966.0,27.0,1,8.399535147948004,13.65751901144305,11.976646902506905,9.93537374139845,3.332204510175204,0.21522665633475396,158.71428571428572,737.3928571428571,0.4137232845894263,2.117210348706412,35.76985376827896
2019-20,Delhi,48.0201,1.1545,1.1624,1.0079,8812.0,7458.0,16270.0,71734.0,103717.0,175451.0,467104.0,419284.0,886388.0,578747.0,554109.0,1132856.0,80990.0,81296.0,162286.0,8315.0,7314.0,15629.0,108206.0,81721.0,189927.0,4850.0,3412.0,8262.0,16168.0,10307.0,26475.0,52.0566,20.7489,10008.0,11754.0,21762.0,1112.0,825.0,1937.0,333.0,248.0,581.0,1328.0,918.0,2246.0,28.0,1,13.940253318452305,13.694911185150863,12.075120780205438,9.987966559114067,3.367295829986474,52.05422046592841,39064.0,750.4137931034483,0.48912528236132186,0.01436191858283967,0.15487479884928107
2020-21,Delhi,47.5652,1.0398,0.908,1.075,8112.0,7332.0,15444.0,69649.0,97222.0,166871.0,454449.0,409832.0,864281.0,564849.0,541422.0,1106271.0,58208.0,51061.0,109269.0,10597.0,8934.0,19531.0,90936.0,65976.0,156912.0,2984.0,1442.0,4426.0,11900.0,9304.0,21204.0,50.1233,20.6384,10196.0,11875.0,22071.0,1164.0,862.0,2026.0,363.0,262.0,625.0,1391.0,930.0,2321.0,28.0,1,13.916506362112182,13.669654383421815,12.024982330446964,10.002065115897121,3.367295829986474,50.121013048205874,38147.275862068964,761.0689655172414,0.4894112840241821,0.01396040033554135,0.15084084203523185
2021-22,Delhi,49.0,1.029,0.9727,1.0467,7533.0,6561.0,14094.0,73783.0,103616.0,177399.0,473724.0,425006.0,898730.0,585353.0,560037.0,1145390.0,81427.0,77126.0,158553.0,11197.0,9976.0,21173.0,100008.0,75996.0,176004.0,4073.0,2328.0,6401.0,15489.0,12793.0,28282.0,49.491,20.623,10580.0,12349.0,22929.0,1234.0,902.0,2136.0,390.0,284.0,674.0,1497.0,1005.0,2502.0,30.0,1,13.951256621393998,13.708739047321052,12.086162348857616,10.04020137585195,3.4339872044851463,49.95159180113389,36948.06451612903,739.6451612903226,0.48894831546607226,0.012304968347053538,0.1548807350503016
2018-19,Goa,30.1,1.33,1.06,1.47,167.0,129.0,296.0,2343.0,3873.0,6216.0,18525.0,22303.0,40828.0,11.0,27727.0,11.0,552.0,514.0,1066.0,1992.0,2622.0,4614.0,4341.0,5398.0,9739.0,46.0,23.0,69.0,1274.0,1351.0,2625.0,16.0,15.0,1559.0,1859.0,3418.0,21.0,16.0,37.0,35.0,35.0,70.0,131.0,173.0,304.0,3.0,1,2.4849066497880004,10.617147892218444,8.735042754269337,8.137103389639302,1.3862943611198906,0.0032173150043872476,2.75,854.5,2310.5833333333335,24.666666666666668,518.0
2019-20,Goa,28.4435,1.4549,1.0944,1.5846,217.0,216.0,433.0,2534.0,4183.0,6717.0,17543.0,21755.0,39298.0,25055.0,27727.0,52782.0,555.0,540.0,1095.0,1850.0,2652.0,4502.0,4089.0,5499.0,9588.0,33.0,26.0,59.0,1291.0,1443.0,2734.0,14.5045,13.1539,1671.0,1968.0,3639.0,31.0,17.0,48.0,45.0,49.0,94.0,141.0,193.0,334.0,3.0,0,10.873944448154012,10.578954352240995,8.812545770172237,8.199738960630786,1.3862943611198906,14.500549450549451,13195.5,909.75,0.5253017069889927,0.008203398821590284,0.12725688195062804
2020-21,Goa,33.796,1.213,0.7632,1.3202,276.0,340.0,616.0,3113.0,4464.0,7577.0,20785.0,23406.0,44191.0,29404.0,30881.0,60285.0,899.0,674.0,1573.0,2088.0,2756.0,4844.0,5615.0,6104.0,11719.0,34.0,13.0,47.0,1378.0,1520.0,2898.0,16.9483,14.9969,1519.0,2038.0,3557.0,33.0,17.0,50.0,49.0,57.0,106.0,170.0,211.0,381.0,3.0,0,11.006855183288097,10.69629905620902,8.933004591578547,8.17695386822578,1.3862943611198906,16.943507588532885,15071.25,889.25,0.5122416481438476,0.010217961052317287,0.12568423846332483
2021-22,Goa,35.8,0.9861,0.7379,1.3333,494.0,407.0,901.0,3523.0,4859.0,8382.0,23132.0,22401.0,45533.0,35398.0,30017.0,65415.0,822.0,592.0,1414.0,2106.0,2783.0,4889.0,5182.0,5690.0,10872.0,460.0,144.0,604.0,1531.0,1553.0,3084.0,16.7602,15.3318,1756.0,2147.0,3903.0,28.0,13.0,41.0,65.0,62.0,127.0,185.0,236.0,421.0,3.0,0,11.088522155841813,10.726214578631968,9.033961124637857,8.269756947532983,1.3862943611198906,16.755891393442624,16353.75,975.75,0.4588632750397456,0.013773388773388774,0.12813378989849578
2018-19,Gujarat,20.4,0.85,0.86,0.99,3589.0,2328.0,5917.0,63874.0,83554.0,147428.0,650213.0,497400.0,1147613.0,5824.0,9742.0,15566.0,77192.0,61009.0,138201.0,72369.0,72197.0,144566.0,261824.0,185616.0,447440.0,1127.0,613.0,1740.0,20279.0,15773.0,36052.0,26.0,24.0,34459.0,23070.0,57529.0,2078.0,1142.0,3220.0,1599.0,1022.0,2621.0,6974.0,3755.0,10729.0,72.0,0,9.65290856803585,13.953195562387538,11.901101982940851,10.96006182985734,4.290459441148391,0.27057187554319484,213.23287671232876,788.068493150685,0.6258110104708678,0.3800989272178326,9.470546669236205
2019-20,Gujarat,21.3201,0.8587,0.8913,1.0289,4380.0,3050.0,7430.0,67586.0,87425.0,155011.0,681018.0,526227.0,1207245.0,864967.0,679873.0,1544840.0,78255.0,63324.0,141579.0,79347.0,81512.0,160859.0,283069.0,203627.0,486696.0,1207.0,1130.0,2337.0,24664.0,19350.0,44014.0,25.5819,24.5368,35627.0,24761.0,60388.0,2196.0,1265.0,3461.0,1643.0,1129.0,2772.0,7247.0,4146.0,11393.0,76.0,0,14.250431550396756,14.003852290414914,11.951257812259499,11.008562248131891,4.343805421853684,25.581480070873834,20062.85714285714,784.2597402597403,0.4400925402678981,0.0048095564527352655,0.10034107069918523
2020-21,Gujarat,22.1831,0.8747,0.8876,1.0104,4819.0,3202.0,8021.0,86719.0,99388.0,186107.0,712608.0,545854.0,1258462.0,938144.0,714986.0,1653130.0,84815.0,65967.0,150782.0,89913.0,87551.0,177464.0,294584.0,207275.0,501859.0,1143.0,628.0,1771.0,18170.0,14935.0,33105.0,27.2771,25.8374,35408.0,25197.0,60605.0,2240.0,1400.0,3640.0,1621.0,1161.0,2782.0,7332.0,4304.0,11636.0,83.0,0,14.318181623511817,14.045401693045857,12.134082429347453,11.012149177057239,4.430816798843313,27.276672276672276,19680.119047619046,721.4880952380952,0.4325041391154119,0.004852005074008049,0.11257849498920533
2021-22,Gujarat,24.0,0.9008,0.9167,1.0553,4799.0,3734.0,8533.0,97560.0,118747.0,216307.0,775408.0,592468.0,1367876.0,1009666.0,787996.0,1797662.0,95144.0,76178.0,171322.0,101665.0,102861.0,204526.0,340381.0,244776.0,585157.0,2885.0,2156.0,5041.0,19387.0,16606.0,35993.0,28.4009,26.9591,35328.0,26475.0,61803.0,2380.0,1620.0,4000.0,1704.0,1393.0,3097.0,7433.0,4719.0,12152.0,91.0,0,14.401998045968107,14.12877046084158,12.284458596925251,11.03172336627031,4.5217885770490405,29.086499255711605,19539.804347826088,671.7717391304348,0.43834467305607333,0.004746718378249984,0.12032677982469461
2018-19,Haryana,29.2,1.23,1.2,0.98,1855.0,1991.0,3846.0,39800.0,69046.0,108846.0,353487.0,368952.0,722439.0,1175.0,1577.0,2752.0,67317.0,67451.0,134768.0,1757.0,1028.0,2785.0,105567.0,108534.0,214101.0,505.0,829.0,1334.0,7297.0,2787.0,10084.0,26.0,23.0,17061.0,18616.0,35677.0,1422.0,813.0,2235.0,24.0,22.0,46.0,2121.0,1851.0,3972.0,48.0,1,7.920446505142607,13.4903896505376,11.597698505419313,10.482289531311213,3.8918202981106265,0.07713436851841471,56.16326530612245,728.1020408163265,0.5728296403922993,1.3970214311660007,39.53723211042499
2019-20,Haryana,29.3362,1.2207,1.2427,1.0079,1810.0,2356.0,4166.0,41587.0,69928.0,111515.0,354321.0,368329.0,722650.0,460487.0,473054.0,933541.0,64017.0,65958.0,129975.0,1795.0,1240.0,3035.0,103486.0,104970.0,208456.0,499.0,215.0,714.0,9317.0,3560.0,12877.0,23.796,20.1844,18541.0,20690.0,39231.0,1532.0,1018.0,2550.0,29.0,16.0,45.0,2331.0,2194.0,4525.0,53.0,1,13.746741232917527,13.490681673671782,11.62192335734534,10.577248019295883,3.9889840465642745,23.795396615008155,17287.796296296296,726.5,0.5067302810157444,0.004462573724588717,0.1194536507195177
2020-21,Haryana,31.0887,1.1643,1.16,1.075,2046.0,2502.0,4548.0,50192.0,80377.0,130569.0,392179.0,389514.0,781693.0,517813.0,511346.0,1029159.0,78157.0,76128.0,154285.0,2799.0,1776.0,4575.0,116069.0,109671.0,225740.0,646.0,447.0,1093.0,7423.0,3022.0,10445.0,26.2166,21.8395,18467.0,20789.0,39256.0,1579.0,1065.0,2644.0,27.0,19.0,46.0,2372.0,2262.0,4634.0,56.0,1,13.844253493496486,13.569218638600098,11.779664760402085,10.577885051258207,4.04305126783455,26.215936011411976,18055.42105263158,688.7017543859649,0.49685763146643863,0.004419137937735629,0.12686948579423996
2021-22,Haryana,33.3,1.2211,1.2066,1.0467,1784.0,2385.0,4169.0,57199.0,98973.0,156172.0,405310.0,417253.0,822563.0,542146.0,562386.0,1104532.0,92355.0,93635.0,185990.0,3153.0,2027.0,5180.0,126050.0,127165.0,253215.0,798.0,483.0,1281.0,7869.0,3092.0,10961.0,26.0519,22.1177,19012.0,22086.0,41098.0,1676.0,1147.0,2823.0,29.0,21.0,50.0,2452.0,2518.0,4970.0,56.0,1,13.914933179168726,13.620181570144654,11.95871964613282,10.623739069288082,4.04305126783455,26.87491179834059,19377.754385964912,721.0175438596491,0.5091617905485848,0.003774445851776271,0.14139188236114267
2018-19,Himachal Pradesh,39.6,1.3,1.3,1.22,1121.0,794.0,1915.0,12156.0,15978.0,28134.0,105035.0,127077.0,232112.0,899.0,1050.0,1949.0,24684.0,30277.0,54961.0,7550.0,9078.0,16628.0,16236.0,22758.0,38994.0,226.0,83.0,309.0,1189.0,608.0,1797.0,27.0,23.0,5462.0,4949.0,10411.0,557.0,369.0,926.0,208.0,176.0,384.0,331.0,288.0,619.0,26.0,0,7.575584651557793,12.354979601034378,10.24476963186738,9.250714266114455,3.295836866004329,0.18718786016135228,72.18518518518519,385.5925925925926,0.5384615384615384,0.982051282051282,14.427692307692308
2019-20,Himachal Pradesh,40.8464,1.2987,1.3372,1.2359,1027.0,897.0,1924.0,12488.0,16079.0,28567.0,107453.0,129428.0,236881.0,132231.0,157257.0,289488.0,24422.0,30850.0,55272.0,7555.0,9179.0,16734.0,16277.0,22529.0,38806.0,246.0,123.0,369.0,1103.0,661.0,1764.0,26.8517,22.5716,5648.0,5133.0,10781.0,569.0,394.0,963.0,215.0,174.0,389.0,363.0,287.0,650.0,27.0,0,12.575872578727532,12.37531740583338,10.260042489274284,9.285633356011614,3.332204510175204,26.849193099610464,10338.857142857143,385.0357142857143,0.5432227131255419,0.006646193810472937,0.09868077888969874
2020-21,Himachal Pradesh,38.7249,1.333,1.3528,1.25,1100.0,1012.0,2112.0,13471.0,16133.0,29604.0,107717.0,128469.0,236186.0,133196.0,156389.0,289585.0,25382.0,30990.0,56372.0,7967.0,9353.0,17320.0,16132.0,21501.0,37633.0,192.0,91.0,283.0,616.0,560.0,1176.0,26.9331,22.2214,5557.0,5195.0,10752.0,570.0,438.0,1008.0,216.0,179.0,395.0,360.0,314.0,674.0,29.0,0,12.576207595783723,12.372379143127445,10.295698544965877,9.282940064390527,3.4011973816621555,26.930624011903653,9652.833333333334,358.4,0.5400433722624712,0.007293170249943022,0.10222869890118998
2021-22,Himachal Pradesh,43.1,1.3324,1.3571,1.3075,1028.0,1055.0,2083.0,15071.0,18862.0,33933.0,119249.0,141142.0,260391.0,147143.0,172508.0,319651.0,30001.0,36535.0,66536.0,8689.0,10609.0,19298.0,18959.0,25173.0,44132.0,335.0,170.0,505.0,746.0,568.0,1314.0,29.3392,24.0159,5522.0,5373.0,10895.0,565.0,460.0,1025.0,223.0,181.0,404.0,342.0,343.0,685.0,30.0,0,12.674988183018721,12.469943466878416,10.432172740602885,9.296151028389293,3.4339872044851463,29.336545521292216,10311.322580645161,351.4516129032258,0.5396743959055473,0.006516461652046601,0.10615606972582683
2018-19,Jammu And Kashmir,30.9,1.09,1.29,0.95,1392.0,1291.0,2683.0,29721.0,36407.0,66128.0,151657.0,152874.0,304531.0,124.0,116.0,240.0,9739.0,11673.0,21412.0,13031.0,11831.0,24862.0,14633.0,11736.0,26369.0,660.0,1675.0,2335.0,81908.0,75806.0,157714.0,35.0,25.0,6608.0,4594.0,11202.0,239.0,196.0,435.0,246.0,104.0,350.0,251.0,103.0,354.0,15.0,0,5.484796933490655,12.626531450922476,11.099362658824449,9.323936878558722,2.772588722239781,0.02142283316968669,15.0,700.125,0.48132780082987553,11.132780082987551,274.3900414937759
2019-20,Jammu And Kashmir,32.4204,1.0481,1.359,0.8339,2080.0,1909.0,3989.0,28673.0,34950.0,63623.0,154680.0,147209.0,301889.0,199249.0,196167.0,395416.0,9302.0,11703.0,21005.0,12261.0,10081.0,22342.0,14636.0,11364.0,26000.0,334.0,262.0,596.0,89608.0,89068.0,178676.0,34.9277,24.5281,6580.0,4741.0,11321.0,280.0,255.0,535.0,177.0,57.0,234.0,276.0,104.0,380.0,15.0,0,12.887696183230434,12.617817991595489,11.06074603663697,9.334503014596605,2.772588722239781,34.92457163045398,24713.5,707.5625,0.4961015838975057,0.01008808422500803,0.1609010234764818
2020-21,Jammu And Kashmir,25.0222,1.182,1.2658,0.9167,2412.0,2033.0,4445.0,29946.0,36342.0,66288.0,141590.0,147415.0,289005.0,193476.0,205378.0,398854.0,10549.0,11892.0,22441.0,13607.0,11126.0,24733.0,14281.0,12033.0,26314.0,297.0,291.0,588.0,65193.0,66149.0,131342.0,35.0118,25.6314,6661.0,4731.0,11392.0,306.0,270.0,576.0,164.0,60.0,224.0,348.0,136.0,484.0,15.0,0,12.896353221301819,12.574202728124732,11.101779249890095,9.340754410698116,2.772588722239781,35.00868954621259,24928.375,712.0,0.5149189555101478,0.011144400847425757,0.16619573529227413
2021-22,Jammu And Kashmir,24.8,1.2035,1.2097,0.8945,1879.0,1923.0,3802.0,30709.0,41398.0,72107.0,145870.0,147226.0,293096.0,192954.0,207469.0,400423.0,12952.0,13915.0,26867.0,16001.0,12770.0,28771.0,15593.0,13361.0,28954.0,514.0,221.0,735.0,63796.0,74346.0,138142.0,35.0357,24.0151,6638.0,4725.0,11363.0,304.0,258.0,562.0,186.0,65.0,251.0,295.0,126.0,421.0,16.0,0,12.900279264686809,12.588258891232067,11.185920274121928,9.338205742974079,2.833213344056216,35.23609644491376,23554.29411764706,668.4117647058823,0.5181232893133279,0.00949493536850938,0.18007661878408887
2018-19,Jharkhand,19.1,0.96,0.87,1.05,2108.0,795.0,2903.0,33887.0,47852.0,81739.0,311311.0,299576.0,610887.0,656.0,1280.0,1936.0,39314.0,33723.0,73037.0,62774.0,73610.0,136384.0,151098.0,142185.0,293283.0,459.0,180.0,639.0,20388.0,20122.0,40510.0,60.0,54.0,8627.0,3739.0,12366.0,397.0,125.0,522.0,462.0,688.0,1150.0,2575.0,773.0,3348.0,25.0,0,7.5688956634069955,13.322668915295477,11.311298757118267,9.422786913742057,3.258096538021482,0.15654564566992804,74.46153846153847,475.61538461538464,0.6608156943727413,1.4987093443469282,42.19876097057305
2019-20,Jharkhand,20.913,0.9956,0.8904,1.117,2469.0,1020.0,3489.0,42783.0,63051.0,105834.0,330828.0,329263.0,660091.0,408859.0,408701.0,817560.0,39061.0,33841.0,72902.0,68787.0,84739.0,153526.0,170328.0,161304.0,331632.0,773.0,384.0,1157.0,21742.0,21834.0,43576.0,59.7282,54.2908,9514.0,4174.0,13688.0,437.0,132.0,569.0,498.0,756.0,1254.0,2879.0,888.0,3767.0,32.0,0,13.614080796706784,13.400134498227569,11.56963655655427,9.524347869595513,3.4965075614664802,59.72386587771203,24774.545454545456,414.7878787878788,0.49990275954944036,0.0042675714717311615,0.12945089112616673
2020-21,Jharkhand,17.0183,1.059,0.9353,1.1429,1738.0,919.0,2657.0,42929.0,62500.0,105429.0,314684.0,312130.0,626814.0,393349.0,393338.0,786687.0,38118.0,33279.0,71397.0,66777.0,80751.0,147528.0,154440.0,149715.0,304155.0,546.0,225.0,771.0,17069.0,17244.0,34313.0,54.6842,49.9114,9702.0,4684.0,14386.0,511.0,163.0,674.0,543.0,911.0,1454.0,2954.0,997.0,3951.0,32.0,0,13.575587006610046,13.348406720256152,11.565802504570994,9.574080300037034,3.4965075614664802,54.68040592201293,23839.0,435.93939393939394,0.49999237308818745,0.0033774507809957695,0.1340162809144159
2021-22,Jharkhand,18.6,1.0054,0.8671,1.1221,2039.0,1113.0,3152.0,48894.0,63574.0,112468.0,362777.0,347379.0,710156.0,450106.0,429859.0,879965.0,45691.0,37065.0,82756.0,76826.0,91503.0,168329.0,187445.0,172605.0,360050.0,881.0,294.0,1175.0,19532.0,18668.0,38200.0,58.3183,54.4607,9932.0,5157.0,15089.0,546.0,182.0,728.0,571.0,1072.0,1643.0,3020.0,1113.0,4133.0,33.0,0,13.68763854934435,13.473241351333144,11.630432907098648,9.621787551761894,3.5263605246161616,58.31444665341286,25881.323529411766,443.79411764705884,0.4884950100344786,0.003581956575594966,0.127809483548228
2018-19,Karnataka,28.8,1.04,0.98,1.0,8070.0,5230.0,13300.0,93614.0,118327.0,211941.0,768616.0,789369.0,1557985.0,1284.0,1795.0,3079.0,132676.0,128603.0,261279.0,48370.0,46750.0,95120.0,480822.0,505308.0,986130.0,2310.0,1986.0,4296.0,65642.0,59894.0,125536.0,15.0,14.0,73476.0,59861.0,133337.0,7415.0,3717.0,11132.0,1966.0,841.0,2807.0,27551.0,21427.0,48978.0,65.0,0,8.03268487596762,14.258904519493125,12.264067931317312,11.800642536809523,4.189654742026425,0.023091691790787322,46.65151515151515,2020.2575757575758,0.5827922077922078,4.318181818181818,68.81201298701299
2019-20,Karnataka,31.9733,1.0486,0.9929,1.0031,8422.0,6566.0,14988.0,104832.0,134324.0,239156.0,848754.0,865942.0,1714696.0,1088883.0,1099009.0,2187892.0,147206.0,142956.0,290162.0,53814.0,51947.0,105761.0,536146.0,564008.0,1100154.0,2398.0,2204.0,4602.0,75198.0,69313.0,144511.0,14.7464,14.1675,80677.0,67691.0,148368.0,8391.0,4168.0,12559.0,2207.0,1022.0,3229.0,30024.0,24554.0,54578.0,69.0,0,14.598449538220352,14.354746946588227,12.384875519012503,11.907457693015136,4.248495242049359,14.746287971206923,31255.6,2119.542857142857,0.5023138700110106,0.006850426414820103,0.10930881903274063
2020-21,Karnataka,35.9607,1.067,1.0216,1.0203,5752.0,5276.0,11028.0,120083.0,159105.0,279188.0,944677.0,924391.0,1869068.0,1223601.0,1216836.0,2440437.0,157702.0,154146.0,311848.0,58644.0,56327.0,114971.0,565089.0,573864.0,1138953.0,2665.0,1830.0,4495.0,72487.0,65871.0,138358.0,16.0774,15.2835,81100.0,70693.0,151793.0,8352.0,4459.0,12811.0,2225.0,1096.0,3321.0,30302.0,25648.0,55950.0,72.0,0,14.707688089356438,14.440951003894284,12.539644250813419,11.930279617470806,4.290459441148391,16.07729554527847,33430.643835616436,2079.3561643835615,0.4986137734291959,0.004518860958565634,0.11440077559847864
2021-22,Karnataka,36.2,1.0055,0.9306,0.947,6045.0,5148.0,11193.0,118528.0,142088.0,260616.0,982974.0,923326.0,1906300.0,1258004.0,1178536.0,2436540.0,177617.0,158281.0,335898.0,66315.0,59233.0,125548.0,620133.0,587035.0,1207168.0,3397.0,2660.0,6057.0,78638.0,68611.0,147249.0,15.7906,15.2285,79227.0,71658.0,150885.0,8405.0,4687.0,13092.0,2256.0,1159.0,3415.0,29913.0,26514.0,56427.0,75.0,0,14.706089968540494,14.460675273078335,12.470807175620443,11.924279863778626,4.330733340286331,16.148217859841203,32059.736842105263,1985.328947368421,0.4836922506126513,0.004593807368724762,0.10696146709618266
